author,birthdate,deathdate,count
Project Gutenberg,no_birthdate,no_deathdate,1
"Webster, Noah",1758,1843,1
"Webster, Noah",1758,1843,1
Project Gutenberg,no_birthdate,no_deathdate,1
Project Gutenberg,no_birthdate,no_deathdate,1
"Webster, Noah",1758,1843,1
Project Gutenberg,no_birthdate,no_deathdate,1
"Webster, Noah",1758,1843,1
Project Gutenberg,no_birthdate,no_deathdate,1
"Webster, Noah",1758,1843,1
"Webster, Noah",1758,1843,1
Project Gutenberg,no_birthdate,no_deathdate,1
"Webster, Noah",1758,1843,1
Project Gutenberg,no_birthdate,no_deathdate,1
Project Gutenberg,no_birthdate,no_deathdate,1
"Webster, Noah",1758,1843,1
"Webster, Noah",1758,1843,1
Project Gutenberg,no_birthdate,no_deathdate,1
Project Gutenberg,no_birthdate,no_deathdate,1
"Webster, Noah",1758,1843,1
Project Gutenberg,no_birthdate,no_deathdate,1
"Webster, Noah",1758,1843,1
"Alger, Horatio, Jr.",1832,1899,1
"Walter, Russ",1947,no_deathdate,1
Project Gutenberg,no_birthdate,no_deathdate,1
Plutarch,46,119,1
"Dickens, Charles",1812,1870,1
"Dickens, Charles",1812,1870,1
"Kingsley, Charles",1819,1875,1
"Dickens, Charles",1812,1870,1
"Harper, Frances Ellen Watkins",1825,1911,1
"Naidu, Sarojini",1879,1949,1
"Gorky, Maksim",1868,1936,1
"Fee, Greg",no_birthdate,no_deathdate,1
"Walton, Izaak",1593,1683,1
United States. Arms Control and Disarmament Agency,no_birthdate,no_deathdate,1
United States. Army. Corps of Engineers. Manhattan District,no_birthdate,no_deathdate,1
European Union,no_birthdate,no_deathdate,1
"Conrad, Joseph",1857,1924,1
"Dunbar-Nelson, Alice Moore",1875,1935,1
"Tolstoy, Leo, graf",1828,1910,1
"Russell, Bertrand",1872,1970,1
"Riley, James Whitcomb",1849,1916,1
"Riley, James Whitcomb",1849,1916,1
"Mitchell, S. Weir (Silas Weir)",1829,1914,1
Various,no_birthdate,no_deathdate,1
"Kingsley, Charles",1819,1875,1
"Walpole, Horace",1717,1797,1
"MacDonald, George",1824,1905,1
"Stevenson, Robert Louis",1850,1894,1
"Dickens, Charles",1812,1870,1
"Dickens, Charles",1812,1870,1
"Ruskin, John",1819,1900,1
"Young, Martha",1868,no_deathdate,1
"Lovelace, Richard",1618,1658,1
"Van Dyke, Henry",1852,1933,1
"Fairless, Michael",1869,1901,1
"Hornung, E. W. (Ernest William)",1866,1921,1
"Hornung, E. W. (Ernest William)",1866,1921,1
"MacDonald, George",1824,1905,1
"MacDonald, George",1824,1905,1
"London, Jack",1876,1916,1
"Haggard, H. Rider (Henry Rider)",1856,1925,1
"Ellis, Edward Sylvester",1840,1916,1
"Mackay, Charles",1814,1889,1
"Hope, Laura Lee",no_birthdate,no_deathdate,1
"Buchan, John",1875,1940,1
"Marquis, Don",1878,1937,1
"Hearn, Lafcadio",1850,1904,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Henley, William Ernest",1849,1903,1
"Stevenson, Robert Louis",1850,1894,1
"Conrad, Joseph",1857,1924,1
"Wiggin, Kate Douglas Smith",1856,1923,1
"Edmunds, Charles K. (Charles Keyser)",1876,no_deathdate,1
"Ridpath, John Clark",1840,1900,1
"Adam, G. Mercer (Graeme Mercer)",1830,1912,1
"Howells, William Dean",1837,1920,1
"Howells, William Dean",1837,1920,1
"Smiles, Samuel",1812,1904,1
"Howells, William Dean",1837,1920,1
"Carpenter, John A.",no_birthdate,no_deathdate,1
"Howells, William Dean",1837,1920,1
"Levy, Steven",1951,no_deathdate,1
"Dickens, Charles",1812,1870,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Hope, Laura Lee",no_birthdate,no_deathdate,1
"Lang, Andrew",1844,1912,1
"Clay, Henry",1777,1852,1
"Calhoun, John C. (John Caldwell)",1782,1850,1
"Benton, Thomas Hart",1782,1858,1
"Brisbane, Arthur",1864,1936,1
"Godwin, William",1756,1836,1
"Nemiroff, Robert J.",no_birthdate,no_deathdate,1
"Bonnell, Jerry T.",no_birthdate,no_deathdate,1
"Kanada, Yasumasa",1949,no_deathdate,1
"London, Jack",1876,1916,1
"Gould, George M. (George Milbrey)",1848,1922,1
"Pyle, Walter L. (Walter Lytle)",1871,1921,1
"Yates, Dornford",1885,1960,1
"John of Damascus, Saint",675,749,1
"Holmes, Oliver Wendell",1809,1894,1
"White, Stewart Edward",1873,1946,1
"Van Loon, Hendrik Willem",1882,1944,1
"Bird, Isabella L. (Isabella Lucy)",1831,1904,1
"Munk, J. A. (Joseph Amasa)",1847,1927,1
"Gilbert, W. S. (William Schwenck)",1836,1911,1
United States. National Aeronautics and Space Administration,no_birthdate,no_deathdate,1
Geological Survey (U.S.),no_birthdate,no_deathdate,1
"Beerbohm, Max, Sir",1872,1956,1
"Beerbohm, Max, Sir",1872,1956,1
"Beerbohm, Max, Sir",1872,1956,1
"Whale, George",no_birthdate,no_deathdate,1
"Miller, Marion Mills",1864,1949,1
"Day, Edmund",1866,1923,1
"Murray, John",no_birthdate,no_deathdate,1
"Dodge, Mary Mapes",1830,1905,1
"Merritt, Abraham",1884,1943,1
"Dickens, Charles",1812,1870,1
"Brontë, Anne",1820,1849,1
"Brontë, Emily",1818,1848,1
"Okakura, Kakuzo",1862,1913,1
"Nesbit, E. (Edith)",1858,1924,1
"Brontë, Charlotte",1816,1855,1
"Stevenson, Robert Louis",1850,1894,1
"Wilde, Oscar",1854,1900,1
"Wilde, Oscar",1854,1900,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Marquis, Don",1878,1937,1
"Claxton, William J.",no_birthdate,no_deathdate,1
"Nesbit, E. (Edith)",1858,1924,1
"Marlowe, Christopher",1564,1593,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Mandeville, John, Sir",no_birthdate,no_deathdate,1
"Badger, Jos. E. (Joseph Edward)",1848,1909,1
"Boyesen, Hjalmar Hjorth",1848,1895,1
"Lucretius Carus, Titus",-95,-55,1
"Dickens, Charles",1812,1870,1
"Barr, Amelia E.",1831,1919,1
"London, Jack",1876,1916,1
"Fairless, Michael",1869,1901,1
"Wilde, Oscar",1854,1900,1
"Tennyson, Alfred Tennyson, Baron",1809,1892,1
"Brown, Charles Brockden",1771,1810,1
"Talbot, Frederick Arthur Ambrose",1880,1924,1
"Nesbit, E. (Edith)",1858,1924,1
Stendhal,1783,1842,1
Stendhal,1783,1842,1
Stendhal,1783,1842,1
"Verne, Jules",1828,1905,1
"Verne, Jules",1828,1905,1
Stendhal,1783,1842,1
Stendhal,1783,1842,1
Stendhal,1783,1842,1
"Sterne, Laurence",1713,1768,1
"Fitzgerald, F. Scott (Francis Scott)",1896,1940,1
Sophocles,-496,-406,1
"Dickens, Charles",1812,1870,1
"Sullivan, Arthur",1842,1900,1
"Gilbert, W. S. (William Schwenck)",1836,1911,1
"Dickens, Charles",1812,1870,1
"Dickens, Charles",1812,1870,1
"Marlowe, Christopher",1564,1593,1
"Tolstoi, Ilia Lvovich, graf",1866,1933,1
"Trollope, Anthony",1815,1882,1
"Tocqueville, Alexis de",1805,1859,1
"Tocqueville, Alexis de",1805,1859,1
"Barber, H. (Horatio)",1875,1964,1
"Casson, Herbert Newton",1869,1951,1
"Dyer, Frank Lewis",1870,1941,1
"Martin, Thomas Commerford",1856,1924,1
"Dickens, Charles",1812,1870,1
"Tymon, Frank",no_birthdate,no_deathdate,1
"Dickens, Charles",1812,1870,1
Anonymous,no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Swift, Jonathan",1667,1745,1
"Apollonius, Rhodius",no_birthdate,no_deathdate,1
"Chrétien, de Troyes, active 12th century",no_birthdate,no_deathdate,1
"McSpadden, J. Walker (Joseph Walker)",1874,1960,1
"Veblen, Thorstein",1857,1929,1
"Doyle, Arthur Conan",1859,1930,1
"Fairless, Michael",1869,1901,1
"Nesbit, E. (Edith)",1858,1924,1
"Nesbit, E. (Edith)",1858,1924,1
"Smiles, Samuel",1812,1904,1
"Stevenson, Robert Louis",1850,1894,1
"Blackmore, R. D. (Richard Doddridge)",1825,1900,1
"Lowell, Amy",1874,1925,1
"Brown, Charles Brockden",1771,1810,1
"Simms, William Gilmore",1806,1870,1
"Wilde, Oscar",1854,1900,1
"Timrod, Henry",1828,1867,1
"Weems, M. L. (Mason Locke)",1759,1825,1
"Macaulay, Thomas Babington Macaulay, Baron",1800,1859,1
"Stevenson, Robert Louis",1850,1894,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Smith, Francis Hopkinson",1838,1915,1
"Rowlandson, Mary White",no_birthdate,1711,1
"Dewey, John",1859,1952,1
"Wilde, Oscar",1854,1900,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Mayo, Margaret",1882,1951,1
"Mayo, Margaret",1882,1951,1
"Bacon, John M. (John Mackenzie)",1846,1904,1
"Wister, Owen",1860,1938,1
"Christie, Agatha",1890,1976,1
"Stevenson, Robert Louis",1850,1894,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
"Jerome, Jerome K. (Jerome Klapka)",1859,1927,1
Epictetus,55,135,1
"Dickens, Charles",1812,1870,1
"Wilde, Oscar",1854,1900,1
"Vivian, Evelyn Charles",1882,1947,1
"Marsh, W. Lockwood (William Lockwood)",1886,1963,1
"Wilde, Oscar",1854,1900,1
"Davis, Rebecca Harding",1831,1910,1
"Irving, Washington",1783,1859,1
"Whittier, John Greenleaf",1807,1892,1
"Whittier, John Greenleaf",1807,1892,1
"Lowell, James Russell",1819,1891,1
"Stoddard, Elizabeth",1823,1902,1
"Dickens, Charles",1812,1870,1
"Dickens, Charles",1812,1870,1
"Mackay, Charles",1814,1889,1
"Wilde, Oscar",1854,1900,1
"Duff Gordon, Lucie, Lady",1821,1869,1
"Wilde, Oscar",1854,1900,1
"Dickens, Charles",1812,1870,1
"Collins, Wilkie",1824,1889,1
"Der Ling, Princess",1886,1944,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Gibbon, Edward",1737,1794,1
"Adams, John Quincy",1767,1848,1
"Thackeray, William Makepeace",1811,1863,1
"James, Henry",1843,1916,1
"Marion, Fulgence",no_birthdate,no_deathdate,1
"Gibbon, Edward",1737,1794,1
"Marlowe, Christopher",1564,1593,1
"Wilde, Oscar",1854,1900,1
"Doyle, Arthur Conan",1859,1930,1
"Stratton-Porter, Gene",1863,1924,1
"Veiller, Bayard",1869,1943,1
"Dana, Marvin",1867,1926,1
"Lowell, James Russell",1819,1891,1
"Chanute, Octave",1832,1910,1
"Jackman, William J. (William James)",1850,no_deathdate,1
"Russell, Thomas Herbert",1862,1947,1
"Shaw, Bernard",1856,1950,1
"Filson, John",no_birthdate,1788,1
"London, Jack",1876,1916,1
"London, Jack",1876,1916,1
"Dickens, Charles",1812,1870,1
"Lermontov, Mikhail Iurevich",1814,1841,1
"Dickens, Charles",1812,1870,1
"Hazeltine, Alice Isabel",1878,1959,1
"Dickens, Charles",1812,1870,1
"Dickens, Charles",1812,1870,1
"Dickens, Charles",1812,1870,1
"Spinoza, Benedictus de",1632,1677,1
"Spinoza, Benedictus de",1632,1677,1
"Wilde, Oscar",1854,1900,1
"Dickens, Charles",1812,1870,1
"James, William Dobein",1764,1830,1
"Dickens, Charles",1812,1870,1
United States. Presidents,no_birthdate,no_deathdate,1
"Miller, Gustavus Hindman",1857,1929,1
"Dickens, Charles",1812,1870,1
"Carroll, Lewis",1832,1898,1
St. Jude,no_birthdate,no_deathdate,1
"Sirius, R. U.",1952,no_deathdate,1
"Nagel, Bart",no_birthdate,no_deathdate,1
"Waters, W. G., Mrs.",no_birthdate,no_deathdate,1
"Gilbert, W. S. (William Schwenck)",1836,1911,1
"Poe, Edgar Allan",1809,1849,1
"Gilbert, W. S. (William Schwenck)",1836,1911,1
"Gilbert, W. S. (William Schwenck)",1836,1911,1
"Smiles, Samuel",1812,1904,1
"Wiggin, Kate Douglas Smith",1856,1923,1
"Ryan, Abram Joseph",1839,1886,1
"Bower, B. M.",1871,1940,1
"Smiles, Samuel",1812,1904,1
"Cooper, James Fenimore",1789,1851,1
"Guest, Edgar A. (Edgar Albert)",1881,1959,1
"Hudson, W. H. (William Henry)",1841,1922,1
"Shaw, Bernard",1856,1950,1
"Darwin, Charles",1809,1882,1
"Haldeman-Julius, E. (Emanuel)",1888,1951,1
"Haldeman-Julius, Marcet",1887,1941,1
"Austen, Jane",1775,1817,1
"Southey, Robert",1774,1843,1
"Spinoza, Benedictus de",1632,1677,1
"Appleton, Victor",no_birthdate,no_deathdate,1
"Appleton, Victor",no_birthdate,no_deathdate,1
"Appleton, Victor",no_birthdate,no_deathdate,1
"Appleton, Victor",no_birthdate,no_deathdate,1
"Appleton, Victor",no_birthdate,no_deathdate,1
"Appleton, Victor",no_birthdate,no_deathdate,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Kendall, Henry",1839,1882,1
"Dickens, Charles",1812,1870,1
"Pyle, Howard",1853,1911,1
"Dumas, Alexandre",1802,1870,1
"Peacock, Thomas Love",1785,1866,1
"Dickens, Charles",1812,1870,1
"Dickens, Charles",1812,1870,1
"Brontë, Anne",1820,1849,1
"Stewart, Cal",1856,1919,1
"Spinoza, Benedictus de",1632,1677,1
"Bierce, Ambrose",1842,1913,1
"Pyle, Howard",1853,1911,1
"Conrad, Joseph",1857,1924,1
"Spinoza, Benedictus de",1632,1677,1
"Hawthorne, Nathaniel",1804,1864,1
"Kipling, Rudyard",1865,1936,1
"Freeman, Mary Eleanor Wilkins",1852,1930,1
"Munro, John",1849,1930,1
"Tarkington, Booth",1869,1946,1
"Lear, Edward",1812,1888,1
"Defoe, Daniel",no_birthdate,1731,1
"Tolstoy, Leo, graf",1828,1910,1
"Tolstoy, Leo, graf",1828,1910,1
Various,no_birthdate,no_deathdate,1
"Key, Ellen",1849,1926,1
"Spinoza, Benedictus de",1632,1677,1
"Spinoza, Benedictus de",1632,1677,1
"Spinoza, Benedict of",no_birthdate,no_deathdate,1
"Spinoza, Benedict of",no_birthdate,no_deathdate,1
"Higginson, Thomas Wentworth",1823,1911,1
"Synge, J. M. (John Millington)",1871,1909,1
"Service, Robert W. (Robert William)",1874,1958,1
"Cervantes Saavedra, Miguel de",1547,1616,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
Dante Alighieri,1265,1321,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Bower, B. M.",1871,1940,1
"Parkman, Francis",1823,1893,1
"Spinoza, Benedictus de",1632,1677,1
"Wilde, Oscar",1854,1900,1
"Kingsley, Charles",1819,1875,1
"Brontë, Charlotte",1816,1855,1
"Brontë, Anne",1820,1849,1
"Brontë, Emily",1818,1848,1
"Lowell, Amy",1874,1925,1
"Lindsay, Vachel",1879,1931,1
"Thoreau, Henry David",1817,1862,1
"Dickens, Charles",1812,1870,1
"Stevenson, Robert Louis",1850,1894,1
"Osbourne, Lloyd",1868,1947,1
"Rumford, Benjamin, Graf von",1753,1814,1
"Grossmith, Weedon",1852,1919,1
"Grossmith, George",1847,1912,1
"Grey, Zane",1872,1939,1
"Brontë, Charlotte",1816,1855,1
"London, Jack",1876,1916,1
"Wilde, Oscar",1854,1900,1
"James, Henry",1843,1916,1
"Wiggin, Kate Douglas Smith",1856,1923,1
"Owen, Wilfred",1893,1918,1
"Robinson, Edwin Arlington",1869,1935,1
"Lawson, Henry",1867,1922,1
"Venables, Edmund",1819,1895,1
"Raleigh, Walter Alexander, Sir",1861,1922,1
"Livingstone, David",1813,1873,1
"Robinson, Edwin Arlington",1869,1935,1
"Shakespeare, William",1564,1616,1
"Meredith, George",1828,1909,1
"McCabe, Joseph",1867,1955,1
"Twain, Mark",1835,1910,1
"Shakespeare, William",1564,1616,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Van Dyke, Henry",1852,1933,1
"Summerhayes, Martha",1844,1926,1
"Shaw, Bernard",1856,1950,1
"Carlyle, Thomas",1795,1881,1
American Tract Society,no_birthdate,no_deathdate,1
"Conrad, Joseph",1857,1924,1
"Lang, Andrew",1844,1912,1
"Conrad, Joseph",1857,1924,1
"London, Jack",1876,1916,1
"Wilde, Oscar",1854,1900,1
"Conrad, Joseph",1857,1924,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Lang, Andrew",1844,1912,1
"Fiske, John",1842,1901,1
"Poe, Edgar Allan",1809,1849,1
"Poe, Edgar Allan",1809,1849,1
"Poe, Edgar Allan",1809,1849,1
"Poe, Edgar Allan",1809,1849,1
"Freeman, Edward A. (Edward Augustus)",1823,1892,1
"Grant, Ulysses S. (Ulysses Simpson)",1822,1885,1
"Grant, Ulysses S. (Ulysses Simpson)",1822,1885,1
"Zola, Émile",1840,1902,1
"London, Jack",1876,1916,1
"London, Jack",1876,1916,1
"Bramah, Ernest",1867,1942,1
"Bramah, Ernest",1867,1942,1
"Altsheler, Joseph A. (Joseph Alexander)",1862,1919,1
"Sterne, Laurence",1713,1768,1
"Swift, Jonathan",1667,1745,1
"Gogol, Nikolai Vasilevich",1809,1852,1
"Bishop, Nathaniel H. (Nathaniel Holmes)",1837,1902,1
"Conrad, Joseph",1857,1924,1
"First Presbyterian Church (Marion, Ohio). Ladies' Aid Society",no_birthdate,no_deathdate,1
"Carlyle, Thomas",1795,1881,1
"Twain, Mark",1835,1910,1
"Roth, Lewis",no_birthdate,no_deathdate,1
"Seton, Ernest Thompson",1860,1946,1
"London, Jack",1876,1916,1
"Swift, Jonathan",1667,1745,1
"Carlyle, Thomas",1795,1881,1
"Giraldus, Cambrensis",no_birthdate,no_deathdate,1
"James, Henry",1843,1916,1
"Marlowe, Christopher",1564,1593,1
"Grey, Zane",1872,1939,1
"London, Jack",1876,1916,1
"Shaw, Bernard",1856,1950,1
"Tarkington, Booth",1869,1946,1
"White, Stewart Edward",1873,1946,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Shakespeare, William",1564,1616,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Van Dyke, Henry",1852,1933,1
"Carlyle, Thomas",1795,1881,1
"Wilde, Oscar",1854,1900,1
"Conrad, Joseph",1857,1924,1
"Conrad, Joseph",1857,1924,1
"James, Henry",1843,1916,1
"Hope, Anthony",1863,1933,1
"Fielding, Henry",1707,1754,1
"Fielding, Henry",1707,1754,1
"Giraldus, Cambrensis",no_birthdate,no_deathdate,1
"Defoe, Daniel",no_birthdate,1731,1
"Saxo, Grammaticus",no_birthdate,no_deathdate,1
"Burroughs, Edgar Rice",1875,1950,1
"Lofting, Hugh",1886,1947,1
"Christie, Agatha",1890,1976,1
"Lewis, Sinclair",1885,1951,1
"Brieux, Eugène",1858,1932,1
"Sinclair, Upton",1878,1968,1
"Tarkington, Booth",1869,1946,1
"Rohmer, Sax",1883,1959,1
"London, Jack",1876,1916,1
"London, Jack",1876,1916,1
"London, Jack",1876,1916,1
"London, Jack",1876,1916,1
"London, Jack",1876,1916,1
"Green, Anna Katharine",1846,1935,1
"Duncan, Sara Jeannette",1861,1922,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
Xenophon,-431,-355,1
"Rohmer, Sax",1883,1959,1
"Rohmer, Sax",1883,1959,1
"Dumas, Alexandre",1802,1870,1
"Draper, John William",1811,1882,1
"Meynell, Alice",1847,1922,1
"London, Jack",1876,1916,1
"Stoker, Bram",1847,1912,1
"Balzac, Honoré de",1799,1850,1
"James, Henry",1843,1916,1
"Congreve, William",1670,1729,1
"Congreve, William",1670,1729,1
"James, Henry",1843,1916,1
"Rougemont, Louis de",1847,1921,1
"James, Henry",1843,1916,1
"Balzac, Honoré de",1799,1850,1
"Gogol, Nikolai Vasilevich",1809,1852,1
"Boldrewood, Rolf",1826,1915,1
"Rabelais, François",no_birthdate,no_deathdate,1
"Spooner, Lysander",1808,1887,1
"Conrad, Joseph",1857,1924,1
"Hope, Anthony",1863,1933,1
"Bower, B. M.",1871,1940,1
"Meynell, Alice",1847,1922,1
"Bower, B. M.",1871,1940,1
"Haggard, H. Rider (Henry Rider)",1856,1925,1
"London, Jack",1876,1916,1
"Prescott, William Hickling",1796,1859,1
"Hearn, Lafcadio",1850,1904,1
"Herrick, Robert",1591,1674,1
"Austen, Jane",1775,1817,1
"Twain, Mark",1835,1910,1
"Rinehart, Mary Roberts",1876,1958,1
"Balzac, Honoré de",1799,1850,1
"Babbage, Charles",1791,1871,1
"Wiggin, Kate Douglas Smith",1856,1923,1
"Packard, Frank L. (Frank Lucius)",1877,1942,1
"Meredith, George",1828,1909,1
"Balzac, Honoré de",1799,1850,1
"Coulter, John Merle",1851,1928,1
"Cobb, Irvin S. (Irvin Shrewsbury)",1876,1944,1
"Balzac, Honoré de",1799,1850,1
"Mims, Edwin",1872,1959,1
"Tyndall, John",1820,1893,1
Various,no_birthdate,no_deathdate,1
"Darwin, Charles",1809,1882,1
"Darwin, Charles",1809,1882,1
"Lanier, Sidney",1842,1881,1
"Balzac, Honoré de",1799,1850,1
"Lawson, Henry",1867,1922,1
"Machiavelli, Niccolò",1469,1527,1
"Crile, George Washington",1864,1943,1
"Gautier, Théophile",1811,1872,1
"Brooks, Noah",1830,1903,1
"Balzac, Honoré de",1799,1850,1
"Thomson, James",1834,1882,1
"Grey, Zane",1872,1939,1
"Synge, J. M. (John Millington)",1871,1909,1
"Synge, J. M. (John Millington)",1871,1909,1
"Balzac, Honoré de",1799,1850,1
"Meynell, Alice",1847,1922,1
"Congreve, William",1670,1729,1
"Woolf, Virginia",1882,1941,1
"Aiken, Conrad",1889,1973,1
"Millay, Edna St. Vincent",1892,1950,1
"Wetmore, Helen Cody",no_birthdate,no_deathdate,1
"Rand, Ayn",1905,1982,1
"Rand, Ayn",1905,1982,1
"Malory, Thomas, Sir",no_birthdate,1471,1
"Malory, Thomas, Sir",no_birthdate,1471,1
"Flaubert, Gustave",1821,1880,1
"Rostand, Edmond",1868,1918,1
"Rostand, Edmond",1868,1918,1
"Dumas, Alexandre",1802,1870,1
"Dumas, Alexandre",1802,1870,1
"Dumas, Alexandre",1802,1870,1
"Brontë, Charlotte",1816,1855,1
"Grey, Zane",1872,1939,1
"Grey, Zane",1872,1939,1
"Wharton, Edith",1862,1937,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Strachey, Lytton",1880,1932,1
"Reed, Myrtle",1874,1911,1
"Bramah, Ernest",1867,1942,1
"Verne, Jules",1828,1905,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Mencken, H. L. (Henry Louis)",1880,1956,1
"Redgrove, H. Stanley (Herbert Stanley)",1887,1943,1
"Lefebure, Victor",no_birthdate,no_deathdate,1
"Lyall, Edna",1857,1903,1
"Masefield, John",1878,1967,1
"Kingsley, Charles",1819,1875,1
