author_name,first_name,last_name,title,count,fraction_total,dataset
Gayatri Chakravorty Spivak,Gayatri,Chakravorty Spivak,not_applicable,771,0.000516,open_syllabus
Tillie Olsen,Tillie,Olsen,not_applicable,768,0.000514,open_syllabus
Susan Fawcett,Susan,Fawcett,not_applicable,765,0.000512,open_syllabus
Charles Perrault,Charles,Perrault,not_applicable,765,0.000512,open_syllabus
Derek Walcott,Derek,Walcott,not_applicable,764,0.000511,open_syllabus
Nicholas Royle,Nicholas,Royle,not_applicable,763,0.00051,open_syllabus
Emily Brontë,Emily,Brontë,not_applicable,760,0.000508,open_syllabus
Horace Walpole,Horace,Walpole,not_applicable,758,0.000507,open_syllabus
Susan Sontag,Susan,Sontag,not_applicable,757,0.000506,open_syllabus
Dante Alighieri,Dante,Alighieri,not_applicable,753,0.000504,open_syllabus
Katherine Anne Ackley,Katherine Anne,Ackley,not_applicable,750,0.000502,open_syllabus
Jean-Paul Sartre,Jean-Paul,Sartre,not_applicable,750,0.000502,open_syllabus
Audre Lorde,Audre,Lorde,not_applicable,747,0.0005,open_syllabus
Bertolt Brecht,Bertolt,Brecht,not_applicable,743,0.000497,open_syllabus
Homi K. Bhabha,Homi K,Bhabha,not_applicable,742,0.000496,open_syllabus
Thomas Mann,Thomas,Mann,not_applicable,740,0.000495,open_syllabus
Jean Toomer,Jean,Toomer,not_applicable,739,0.000494,open_syllabus
Italo Calvino,Italo,Calvino,not_applicable,737,0.000493,open_syllabus
Walter Scott,Walter,Scott,not_applicable,736,0.000492,open_syllabus
Jean Baudrillard,Jean,Baudrillard,not_applicable,735,0.000492,open_syllabus
Charles W. Chesnutt,Charles W,Chesnutt,not_applicable,734,0.000491,open_syllabus
Jon Krakauer,Jon,Krakauer,not_applicable,731,0.000489,open_syllabus
Paul A. Eschholz,Paul A,Eschholz,not_applicable,729,0.000488,open_syllabus
Amy Tan,Amy,Tan,not_applicable,728,0.000487,open_syllabus
Luigi Pirandello,Luigi,Pirandello,not_applicable,725,0.000485,open_syllabus
Suzanne Collins,Suzanne,Collins,not_applicable,719,0.000481,open_syllabus
Joan Didion,Joan,Didion,not_applicable,719,0.000481,open_syllabus
Peter Elbow,Peter,Elbow,not_applicable,717,0.00048,open_syllabus
James Weldon Johnson,James Weldon,Johnson,not_applicable,717,0.00048,open_syllabus
Raymond Chandler,Raymond,Chandler,not_applicable,714,0.000478,open_syllabus
Olaudah Equiano,Olaudah,Equiano,not_applicable,714,0.000478,open_syllabus
Vincent B. Leitch,Vincent B,Leitch,not_applicable,713,0.000477,open_syllabus
Harriet Beecher Stowe,Harriet,Beecher Stowe,not_applicable,706,0.000472,open_syllabus
Duncan Wu,Duncan,Wu,not_applicable,706,0.000472,open_syllabus
Gerard Manley Hopkins,Gerard Manley,Hopkins,not_applicable,704,0.000471,open_syllabus
John Webster,John,Webster,not_applicable,704,0.000471,open_syllabus
Linda Hutcheon,Linda,Hutcheon,not_applicable,700,0.000468,open_syllabus
Alice Munro,Alice,Munro,not_applicable,698,0.000467,open_syllabus
Linda H. Peterson,Linda H,Peterson,not_applicable,698,0.000467,open_syllabus
John Schilb,John,Schilb,not_applicable,697,0.000466,open_syllabus
Donald Morison Murray,Donald Morison,Murray,not_applicable,696,0.000466,open_syllabus
Mary White Rowlandson,Mary White,Rowlandson,not_applicable,696,0.000466,open_syllabus
Amiri Baraka,Amiri,Baraka,not_applicable,694,0.000464,open_syllabus
Robert Fagles,Robert,Fagles,not_applicable,684,0.000457,open_syllabus
John Clifford,John,Clifford,not_applicable,677,0.000453,open_syllabus
Gabriel García Márquez,Gabriel,García Márquez,not_applicable,673,0.00045,open_syllabus
Dorothy U. Seyler,Dorothy U,Seyler,not_applicable,672,0.000449,open_syllabus
Rudolfo A. Anaya,Rudolfo A,Anaya,not_applicable,670,0.000448,open_syllabus
Wole Soyinka,Wole,Soyinka,not_applicable,665,0.000445,open_syllabus
Sharon Crowley,Sharon,Crowley,not_applicable,660,0.000441,open_syllabus
E. M. W. Tillyard,E M W,Tillyard,not_applicable,656,0.000439,open_syllabus
Donna Jeanne Haraway,Donna,Haraway,not_applicable,655,0.000438,open_syllabus
Paul Gilroy,Paul,Gilroy,not_applicable,651,0.000435,open_syllabus
Wilkie Collins,Wilkie,Collins,not_applicable,650,0.000435,open_syllabus
Junot Díaz,Junot,Díaz,not_applicable,650,0.000435,open_syllabus
Keith S. Folse,Keith S,Folse,not_applicable,644,0.000431,open_syllabus
Janet M. Todd,Janet M,Todd,not_applicable,644,0.000431,open_syllabus
Kelley Griffith,Kelley,Griffith,not_applicable,641,0.000429,open_syllabus
Bharati Mukherjee,Bharati,Mukherjee,not_applicable,640,0.000428,open_syllabus
John Bunyan,John,Bunyan,not_applicable,638,0.000427,open_syllabus
Oliver Goldsmith,Oliver,Goldsmith,not_applicable,635,0.000425,open_syllabus
Alan Sinfield,Alan,Sinfield,not_applicable,634,0.000424,open_syllabus
James D. Lester,James D,Lester,not_applicable,633,0.000423,open_syllabus
Mary Eleanor Wilkins Freeman,Mary Eleanor,Wilkins Freeeman,not_applicable,633,0.000423,open_syllabus
Lois Lowry,Lois,Lowry,not_applicable,629,0.000421,open_syllabus
Stephen Orgel,Stephen,Orgel,not_applicable,629,0.000421,open_syllabus
Alfred Hitchcock,Alfred,Hitchcock,not_applicable,628,0.00042,open_syllabus
Rebecca Harding Davis,Rebecca,Harding Davis,not_applicable,627,0.000419,open_syllabus
Jonathan Bate,Jonathan,Bate,not_applicable,626,0.000419,open_syllabus
Marilyn Butler,Marilyn,Butler,not_applicable,626,0.000419,open_syllabus
William Godwin,William,Godwin,not_applicable,624,0.000417,open_syllabus
Mary Ellen Guffey,Mary Ellen,Guffey,not_applicable,623,0.000417,open_syllabus
Andrew Smith,Andrew,Smith,not_applicable,621,0.000415,open_syllabus
Sherwood Anderson,Sherwood,Anderson,not_applicable,620,0.000415,open_syllabus
Timothy Corrigan,Timothy,Corrigan,not_applicable,615,0.000411,open_syllabus
Eavan Boland,Eavan,Boland,not_applicable,614,0.000411,open_syllabus
Stanley Wells,Stanley,Wells,not_applicable,614,0.000411,open_syllabus
Bobbie Ann Mason,Bobbie Ann,Mason,not_applicable,613,0.00041,open_syllabus
Doris Lessing,Doris,Lessing,not_applicable,611,0.000409,open_syllabus
Lynn Quitman Troyka,Lynn Quitman,Troyka,not_applicable,610,0.000408,open_syllabus
Theodore Dreiser,Theodore,Dreiser,not_applicable,609,0.000407,open_syllabus
Wilhelm Grimm,Wilhelm,Grimm,not_applicable,609,0.000407,open_syllabus
Harold Pinter,Harold,Pinter,not_applicable,608,0.000407,open_syllabus
Derek Attridge,Derek,Attridge,not_applicable,606,0.000405,open_syllabus
Ian P. Watt,Ian P,Watt,not_applicable,606,0.000405,open_syllabus
Gary Colombo,Gary,Colombo,not_applicable,603,0.000403,open_syllabus
Immanuel Kant,Immanuel,Kant,not_applicable,603,0.000403,open_syllabus
Dashiell Hammett,Dashiell,Hammett,not_applicable,601,0.000402,open_syllabus
Elie Wiesel,Elie,Wiesel,not_applicable,601,0.000402,open_syllabus
Hugh Haughton,Hugh,Haughton,not_applicable,600,0.000401,open_syllabus
Tony Kushner,Tony,Kushner,not_applicable,600,0.000401,open_syllabus
Northrop Frye,Northrop,Frye,not_applicable,599,0.000401,open_syllabus
Patricia Waugh,Patricia,Waugh,not_applicable,599,0.000401,open_syllabus
Michael Ryan,Michael,Ryan,not_applicable,596,0.000399,open_syllabus
Hanif Kureishi,Hanif,Kureishi,not_applicable,595,0.000398,open_syllabus
David Sedaris,David,Sedaris,not_applicable,595,0.000398,open_syllabus
Supryia M. Ray,Supryia M,Ray,not_applicable,592,0.000396,open_syllabus
Helen Vendler,Helen,Vendler,not_applicable,592,0.000396,open_syllabus
Bonnie Lisle,Bonnie,Lisle,not_applicable,591,0.000395,open_syllabus
Jon Stallworthy,Jon,Stallworthy,not_applicable,590,0.000395,open_syllabus
Nicholas Carr,Nicholas,Carr,not_applicable,589,0.000394,open_syllabus
Barbara Kingsolver,Barbara,Kingsolver,not_applicable,585,0.000391,open_syllabus
David Mamet,David,Mamet,not_applicable,585,0.000391,open_syllabus
Margaret W. Ferguson,Margaret W,Ferguson,not_applicable,584,0.000391,open_syllabus
Samuel S. Cohen,Samuel S,Cohen,not_applicable,583,0.00039,open_syllabus
Robert Cullen,Robert,Cullen,not_applicable,583,0.00039,open_syllabus
Cotton Mather,Cotton,Mather,not_applicable,583,0.00039,open_syllabus
Ross C. Murfin,RossC,Murfin,not_applicable,581,0.000389,open_syllabus
E. T. Donaldson,E T,Donaldson,not_applicable,578,0.000387,open_syllabus
David McLintock,David,McLintock,not_applicable,571,0.000382,open_syllabus
Edward Albee,Edward,Albee,not_applicable,570,0.000381,open_syllabus
Harper Lee,Harper,Lee,not_applicable,570,0.000381,open_syllabus
William Congreve,William,Congreve,not_applicable,568,0.00038,open_syllabus
John Gardner,John,Gardner,not_applicable,566,0.000379,open_syllabus
Laura Mulvey,Laura,Mulvey,not_applicable,566,0.000379,open_syllabus
Richard D. Altick,Richard D,Altick,not_applicable,565,0.000378,open_syllabus
Gilles Deleuze,Gilles,Deleuze,not_applicable,564,0.000377,open_syllabus
Elena Vestri Solomon,Elena Vestri,Solomon,not_applicable,562,0.000376,open_syllabus
Robert Lowell,Robert,Lowell,not_applicable,560,0.000375,open_syllabus
Malcolm Gladwell,Malcolm,Gladwell,not_applicable,559,0.000374,open_syllabus
Barbara Ehrenreich,Barbara,Ehrenreich,not_applicable,558,0.000373,open_syllabus
James Boswell,James,Boswell,not_applicable,557,0.000373,open_syllabus
Laura J. Gurak,Laura J,Gurak,not_applicable,557,0.000373,open_syllabus
Philip Larkin,Philip,Larkin,not_applicable,557,0.000373,open_syllabus
Anne Kostelanetz Mellor,Anne Kostelanetz,Mellor,not_applicable,556,0.000372,open_syllabus
Abraham Lincoln,Abraham,Lincoln,not_applicable,553,0.00037,open_syllabus
John Mauk,John,Mauk,not_applicable,553,0.00037,open_syllabus
Thomas N. Huckin,Thomas N,Huckin,not_applicable,551,0.000369,open_syllabus
Ernest J. Gaines,Ernest J,Gaines,not_applicable,550,0.000368,open_syllabus
Paul Auster,Paul,Auster,not_applicable,549,0.000367,open_syllabus
William S. Burroughs,William S,Burroughs,not_applicable,545,0.000365,open_syllabus
Julia Kristeva,Julia,Kristeva,not_applicable,545,0.000365,open_syllabus
Michael Pollan,Michael,Pollan,not_applicable,545,0.000365,open_syllabus
Michael McCarthy,Michael,McCarthy,not_applicable,544,0.000364,open_syllabus
John Metz,John,Metz,not_applicable,543,0.000363,open_syllabus
Fanny Burney,Fanny,Burney,not_applicable,539,0.000361,open_syllabus
Truman Capote,Truman,Capote,not_applicable,539,0.000361,open_syllabus
Kitty O. Locker,Kitty O,Locker,not_applicable,539,0.000361,open_syllabus
Ania Loomba,Ania,Loomba,not_applicable,538,0.00036,open_syllabus
Kate L. Turabian,Kate L,Turabian,not_applicable,536,0.000358,open_syllabus
Simone De Beauvoir,Simone,de Beauvoir,not_applicable,535,0.000358,open_syllabus
Thomas Middleton,Thomas,Middleton,not_applicable,535,0.000358,open_syllabus
Molière,Molière,,not_applicable,535,0.000358,open_syllabus
Joseph Addison,Joseph,Addison,not_applicable,534,0.000357,open_syllabus
Maurice Sendak,Maurice,Sendak,not_applicable,534,0.000357,open_syllabus
Charles Brockden Brown,Charles Brockden,Brown,not_applicable,533,0.000356,open_syllabus
Horace,Horace,,not_applicable,533,0.000356,open_syllabus
Ferdinand De Saussure,Ferdinand,de Saussure,not_applicable,531,0.000355,open_syllabus
Ronald Carter,Ronald,Carter,not_applicable,528,0.000353,open_syllabus
Paul Fussell,Paul,Fussell,not_applicable,528,0.000353,open_syllabus
Laurence Perrine,Laurence,Perrine,not_applicable,528,0.000353,open_syllabus
Ronald King,Ronald,King,not_applicable,527,0.000352,open_syllabus
Caryl Churchill,Caryl,Churchill,not_applicable,526,0.000352,open_syllabus
Evelyn Waugh,Evelyn,Waugh,not_applicable,526,0.000352,open_syllabus
Theodor W. Adorno,Theodor W,Adorno,not_applicable,522,0.000349,open_syllabus
John M. Swales,John M,Swales,not_applicable,522,0.000349,open_syllabus
Barbara Fine Clouse,Barbara Fine,Clouse,not_applicable,521,0.000348,open_syllabus
Brian Friel,Brian,Friel,not_applicable,519,0.000347,open_syllabus
Mary Jo Salter,Mary Jo,Salter,not_applicable,519,0.000347,open_syllabus
Caedmon,Caedmon,,not_applicable,518,0.000346,open_syllabus
Fred Botting,Fred,Botting,not_applicable,517,0.000346,open_syllabus
Alain Locke,Alain,Locke,not_applicable,517,0.000346,open_syllabus
E. L. Doctorow,E L,Doctorow,not_applicable,513,0.000343,open_syllabus
Richard A. Lanham,Richard A,Lanham,not_applicable,513,0.000343,open_syllabus
Judith Nadell,Judith,Nadell,not_applicable,513,0.000343,open_syllabus
Natalie Goldberg,Natalie,Goldberg,not_applicable,512,0.000342,open_syllabus
William Morris,William,Morris,not_applicable,512,0.000342,open_syllabus
Peter Childs,Peter,Childs,not_applicable,511,0.000342,open_syllabus
L. Mulvey,L,Mulvey,not_applicable,510,0.000341,open_syllabus
Maria Tatar,Maria,Tatar,not_applicable,510,0.000341,open_syllabus
John C. Brereton,John C,Brereton,not_applicable,509,0.00034,open_syllabus
Kenneth Branagh,Kenneth,Branagh,not_applicable,508,0.00034,open_syllabus
Kenneth Burke,Kenneth,Burke,not_applicable,508,0.00034,open_syllabus
Benedict R. O.'G. Anderson,Benedict Richard O'Gorman,Anderson,not_applicable,507,0.000339,open_syllabus
R. V. Cassill,R V,Cassill,not_applicable,507,0.000339,open_syllabus
Annette T. Rottenberg,Annette T,Rottenberg,not_applicable,507,0.000339,open_syllabus
Christine A. Hult,Christine A,Hult,not_applicable,504,0.000337,open_syllabus
Peter Hunt,Peter,Hunt,not_applicable,504,0.000337,open_syllabus
Hesiod,Hesiod,,not_applicable,503,0.000336,open_syllabus
Lynne Truss,Lynne,Truss,not_applicable,502,0.000336,open_syllabus
Judith Bell,Judith,Bell,not_applicable,501,0.000335,open_syllabus
David Rosenwasser,David,Rosenwasser,not_applicable,501,0.000335,open_syllabus
Martin Coyle,Martin,Coyle,not_applicable,500,0.000334,open_syllabus
David Henry Hwang,David Henry,Hwang,not_applicable,498,0.000333,open_syllabus
Bernard Malamud,Bernard,Malamud,not_applicable,497,0.000332,open_syllabus
Randall VanderMey,Randall,VanderMey,not_applicable,497,0.000332,open_syllabus
Stephen Bailey,Stephen,Bailey,not_applicable,496,0.000332,open_syllabus
Ted Hughes,Ted,Hughes,not_applicable,495,0.000331,open_syllabus
John Smith,John,Smith,not_applicable,495,0.000331,open_syllabus
Chris Baldick,Chris,Baldick,not_applicable,494,0.00033,open_syllabus
William Dean Howells,William Dean,Howells,not_applicable,494,0.00033,open_syllabus
Cleanth Brooks,Cleanth,Brooks,not_applicable,493,0.00033,open_syllabus
John Barth,John,Barth,not_applicable,492,0.000329,open_syllabus
David Bordwell,David,Bordwell,not_applicable,492,0.000329,open_syllabus
John Gay,John,Gay,not_applicable,490,0.000328,open_syllabus
William Langland,William,Langland,not_applicable,490,0.000328,open_syllabus
Lee E. Brandon,Lee E,Brandon,not_applicable,488,0.000326,open_syllabus
Robert Burns,Robert,Burns,not_applicable,488,0.000326,open_syllabus
Nadine Gordimer,Nadine,Gordimer,not_applicable,488,0.000326,open_syllabus
Edward Abbey,Edward,Abbey,not_applicable,487,0.000326,open_syllabus
Lynne Gaetz,Lynne,Gaetz,not_applicable,487,0.000326,open_syllabus
Khaled Hosseini,Khaled,Hosseini,not_applicable,487,0.000326,open_syllabus
Martha Kolln,Martha,Kolln,not_applicable,487,0.000326,open_syllabus
Janice Peritz,Janice,Peritz,not_applicable,487,0.000326,open_syllabus
Suneeti Phadke,Suneeti,Phadke,not_applicable,487,0.000326,open_syllabus
John R. Trimble,John R,Trimble,not_applicable,487,0.000326,open_syllabus
Dave Eggers,Dave,Eggers,not_applicable,485,0.000324,open_syllabus
E. B. White,E B,White,not_applicable,485,0.000324,open_syllabus
Margaret Fuller,Margaret,Fuller,not_applicable,483,0.000323,open_syllabus
J. M. Synge,J M,Synge,not_applicable,483,0.000323,open_syllabus
Thomas Cooley,Thomas,Cooley,not_applicable,482,0.000322,open_syllabus
Hannah Webster Foster,Hannah Webster,Foster,not_applicable,481,0.000322,open_syllabus
Lois Tyson,Lois,Tyson,not_applicable,480,0.000321,open_syllabus
Susan Anker,Susan,Anker,not_applicable,479,0.00032,open_syllabus
Mike Palmquist,Mike,Palmquist,not_applicable,479,0.00032,open_syllabus
V. S. Naipaul,V S,Naipaul,not_applicable,478,0.00032,open_syllabus
Marjorie Perloff,Marjorie,Perloff,not_applicable,475,0.000318,open_syllabus
Gloria AnzaldúA,Gloria,AnzaldúA,not_applicable,474,0.000317,open_syllabus
William Golding,William,Golding,not_applicable,474,0.000317,open_syllabus
Elizabeth McMahan,Elizabeth,McMahan,not_applicable,473,0.000316,open_syllabus
John Peck,John,Peck,not_applicable,470,0.000314,open_syllabus
Orson Scott Card,Orson Scott,Card,not_applicable,469,0.000314,open_syllabus
Michel De Montaigne,Michel,de Montaigne,not_applicable,468,0.000313,open_syllabus
Andrew Hadfield,Andrew,Hadfield,not_applicable,467,0.000312,open_syllabus
Claudia Rankine,Claudia,Rankine,not_applicable,466,0.000312,open_syllabus
Ken Kesey,Ken,Kesey,not_applicable,465,0.000311,open_syllabus
Nancy V. Wood,Nancy V,Wood,not_applicable,465,0.000311,open_syllabus
John Pick,John,Pick,not_applicable,464,0.00031,open_syllabus
Andrea Levy,Andrea,Levy,not_applicable,463,0.00031,open_syllabus
John Fowles,John,Fowles,not_applicable,462,0.000309,open_syllabus
Neil Postman,Neil,Postman,not_applicable,462,0.000309,open_syllabus
J. Hector St. John De Crèvecoeur,J. Hector,St. John De Crèvecoeur,not_applicable,462,0.000309,open_syllabus
Clyde S. Kilby,Clyde S,Kilby,not_applicable,461,0.000308,open_syllabus
George B. Perkins,George B,Perkins,not_applicable,461,0.000308,open_syllabus
A. S. Byatt,A S,Byatt,not_applicable,459,0.000307,open_syllabus
Rachel Carson,Rachel,Carson,not_applicable,459,0.000307,open_syllabus
Frank O.'Connor,Frank,O'Connor,not_applicable,459,0.000307,open_syllabus
Joseph F. Trimmer,Joseph F,Trimmer,not_applicable,459,0.000307,open_syllabus
Malcolm P. Douglass,Malcolm P,Douglass,not_applicable,458,0.000306,open_syllabus
Stanley Eugene Fish,Stanley Eugene,Fish,not_applicable,457,0.000306,open_syllabus
Christine,Christine,,not_applicable,456,0.000305,open_syllabus
E. E. Cummings,E E,Cummings,not_applicable,454,0.000304,open_syllabus
Stuart Curran,Stuart,Curran,not_applicable,454,0.000304,open_syllabus
David Morley,David,Morley,not_applicable,454,0.000304,open_syllabus
Richard Rodriguez,Richard,Rodriguez,not_applicable,452,0.000302,open_syllabus
Nicholas Roe,Nicholas,Roe,not_applicable,452,0.000302,open_syllabus
Julie Rivkin,Julie,Rivkin,not_applicable,451,0.000302,open_syllabus
Joseph Bristow,Joseph,Bristow,not_applicable,450,0.000301,open_syllabus
Anthony Burgess,Anthony,Burgess,not_applicable,450,0.000301,open_syllabus
Agatha Christie,Agatha,Christie,not_applicable,450,0.000301,open_syllabus
Mark Strand,Mark,Strand,not_applicable,450,0.000301,open_syllabus
Michael Swan,Michael,Swan,not_applicable,450,0.000301,open_syllabus
John Gooch,John,Gooch,not_applicable,449,0.0003,open_syllabus
Marion Fredman,Marion,Fredman,not_applicable,448,0.0003,open_syllabus
Erica Messenger,Erica,Messenger,not_applicable,448,0.0003,open_syllabus
Nick Miller,Nick,Miller,not_applicable,448,0.0003,open_syllabus
Raymond Murphy,Raymond,Murphy,not_applicable,447,0.000299,open_syllabus
Samuel Pepys,Samuel,Pepys,not_applicable,447,0.000299,open_syllabus
Primo Levi,Primo,Levi,not_applicable,445,0.000298,open_syllabus
Philip Pullman,Philip,Pullman,not_applicable,445,0.000298,open_syllabus
J. M. Barrie,J M,Barrie,not_applicable,444,0.000297,open_syllabus
Pablo Neruda,Pablo,Neruda,not_applicable,444,0.000297,open_syllabus
Rowson,Rowson,,not_applicable,444,0.000297,open_syllabus
Pierre Bourdieu,Pierre,Bourdieu,not_applicable,443,0.000296,open_syllabus
William Cullen Bryant,William Cullen,Bryant,not_applicable,442,0.000296,open_syllabus
